"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Name Basiswert 1","Name Basiswert 2"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2016","12 Schwabing - Freimann","5.9","1146","19534","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2016","13 Bogenhausen","5.8","986.5","16930.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2016","14 Berg am Laim","10.4","1222.8","11739.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2016","15 Trudering - Riem","10.3","1341","13018","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2016","16 Ramersdorf - Perlach","10.2","3049","29792.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2016","17 Obergiesing - Fasangarten","7.7","1072.3","14005","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2016","18 Untergiesing - Harlaching","7.3","802.5","11016.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2016","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","7.3","1468","20246.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2016","20 Hadern","7.5","860","11401.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2016","21 Pasing - Obermenzing","9.9","1307","13181.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2016","22 Aubing - Lochhausen - Langwied","9","866.5","9678.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2016","23 Allach - Untermenzing","9.6","533.5","5581.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2016","24 Feldmoching - Hasenbergl","9.3","1506.5","16219.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2016","25 Laim","8.2","1023","12456.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","Stadt München","8.1","27442.3","337489.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","01 Altstadt - Lehel","2.5","117","4593","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","02 Ludwigsvorstadt - Isarvorstadt","5.3","753.5","14093.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","03 Maxvorstadt","3.4","418.3","12398.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","04 Schwabing - West","4.5","585.8","12894.3","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","05 Au - Haidhausen","5.6","672.8","12119.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","06 Sendling","9.6","868.3","9024","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","07 Sendling - Westpark","10.8","1412.3","13103.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","08 Schwanthalerhöhe","7.8","658.3","8464","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","09 Neuhausen - Nymphenburg","6.6","1306.3","19911.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","10 Moosach","9.9","1310.8","13174.3","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","11 Milbertshofen - Am Hart","8.9","2224.3","25054","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","12 Schwabing - Freimann","6.1","1116.8","18285.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","13 Bogenhausen","5.9","919.3","15581.3","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","14 Berg am Laim","10.6","1202.5","11317","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","15 Trudering - Riem","10.2","1214","11925","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","16 Ramersdorf - Perlach","11.3","3209.8","28500.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","17 Obergiesing - Fasangarten","7.7","1054.8","13622","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","18 Untergiesing - Harlaching","7.8","788","10101.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","7.7","1414.3","18423.3","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","20 Hadern","8.2","893.5","10857.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","21 Pasing - Obermenzing","9.6","1208.8","12634.3","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","22 Aubing - Lochhausen - Langwied","9.5","805.3","8491.3","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","23 Allach - Untermenzing","9.4","492.5","5222.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","24 Feldmoching - Hasenbergl","9.4","1480.8","15745","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2015","25 Laim","8.7","1042.3","11951.3","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","Stadt München","8.2","26195.5","318539.3","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","01 Altstadt - Lehel","2.6","112","4376.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","02 Ludwigsvorstadt - Isarvorstadt","5","638.3","12761.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","03 Maxvorstadt","3.7","431.8","11642.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","04 Schwabing - West","4.5","555","12285.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","05 Au - Haidhausen","5.7","656","11576.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","06 Sendling","9.2","806.3","8785","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","07 Sendling - Westpark","10.9","1318.8","12148.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","08 Schwanthalerhöhe","8.2","680.8","8273","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","09 Neuhausen - Nymphenburg","6.7","1271","19057","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","10 Moosach","10.3","1302","12637.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","11 Milbertshofen - Am Hart","8.8","2132.3","24142.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","12 Schwabing - Freimann","5.9","996.3","17007.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","13 Bogenhausen","5.9","850.8","14314","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","14 Berg am Laim","11","1174.5","10653","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","15 Trudering - Riem","10.7","1190","11156","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","16 Ramersdorf - Perlach","11.8","3176","26933.3","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","17 Obergiesing - Fasangarten","7.7","991.3","12849.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","18 Untergiesing - Harlaching","8.4","797.5","9537.3","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","7.6","1309.3","17228.3","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","20 Hadern","8.9","911.8","10261.3","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","21 Pasing - Obermenzing","9.4","1096.8","11715.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","22 Aubing - Lochhausen - Langwied","10","809","8069.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","23 Allach - Untermenzing","8.9","430.3","4821.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","24 Feldmoching - Hasenbergl","9.1","1360.3","14967.3","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2014","25 Laim","8.7","989.3","11336.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2013","Stadt München","8.4","25212.5","301372.3","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2013","01 Altstadt - Lehel","2.5","102.8","4121","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2013","02 Ludwigsvorstadt - Isarvorstadt","5","598.3","11939.3","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2013","03 Maxvorstadt","3.6","397.5","11021","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2013","04 Schwabing - West","4.8","551.3","11585.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2013","05 Au - Haidhausen","5.7","631.5","11084.3","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2013","06 Sendling","9","760.8","8416.8","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2013","07 Sendling - Westpark","11","1270","11549.5","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
"ALG II-Empfängerdichte_Erwerbsfähige Regelleistungsberechtigtendichte","ausländisch","2013","08 Schwanthalerhöhe","8.6","695","8089","ausländische ALG II-Empfänger_Erwerbsfähige Regelleistungsberechtigte nach SGB II","ausländische Hauptwohnsitzbevölkerung im Alter von 15 bis unter 65 Jahren"
