"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Name Basiswert 1","Name Basiswert 2"
"Arbeitslosendichte","ausländisch","2015","23 Allach - Untermenzing","5.8","304.5","5222.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2015","24 Feldmoching - Hasenbergl","5.6","885.3","15745","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2015","25 Laim","5.3","630","11951.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","Stadt München","5.4","17076.8","318539.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","01 Altstadt - Lehel","2.5","111.3","4376.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","02 Ludwigsvorstadt - Isarvorstadt","4.3","546","12761.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","03 Maxvorstadt","3.4","395.5","11642.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","04 Schwabing - West","3.9","474.5","12285.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","05 Au - Haidhausen","4.5","520.3","11576.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","06 Sendling","5.9","521","8785","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","07 Sendling - Westpark","6.4","773.8","12148.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","08 Schwanthalerhöhe","5.9","488","8273","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","09 Neuhausen - Nymphenburg","4.7","900","19057","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","10 Moosach","6.8","862.5","12637.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","11 Milbertshofen - Am Hart","5.9","1416.8","24142.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","12 Schwabing - Freimann","3.7","635.3","17007.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","13 Bogenhausen","4.1","587.5","14314","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","14 Berg am Laim","6.3","670.5","10653","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","15 Trudering - Riem","5.5","611.8","11156","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","16 Ramersdorf - Perlach","6.8","1833.5","26933.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","17 Obergiesing - Fasangarten","5.2","664.3","12849.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","18 Untergiesing - Harlaching","5.5","522.8","9537.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","4.8","826","17228.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","20 Hadern","5.2","532.8","10261.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","21 Pasing - Obermenzing","6","708.8","11715.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","22 Aubing - Lochhausen - Langwied","5.7","457.8","8069.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","23 Allach - Untermenzing","6.1","293.8","4821.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","24 Feldmoching - Hasenbergl","6.1","907.5","14967.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2014","25 Laim","5.7","649.3","11336.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","Stadt München","5.3","16104.7","301372.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","01 Altstadt - Lehel","2.6","107.7","4121","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","02 Ludwigsvorstadt - Isarvorstadt","4.1","493","11939.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","03 Maxvorstadt","3.2","347.3","11021","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","04 Schwabing - West","3.7","433","11585.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","05 Au - Haidhausen","4.3","473.7","11084.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","06 Sendling","5.9","494.3","8416.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","07 Sendling - Westpark","6.2","711.7","11549.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","08 Schwanthalerhöhe","6","485.7","8089","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","09 Neuhausen - Nymphenburg","4.5","823.3","18310.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","10 Moosach","6.6","787.7","11918","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","11 Milbertshofen - Am Hart","5.9","1373.7","23098","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","12 Schwabing - Freimann","4","583.7","14738","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","13 Bogenhausen","4.1","550","13415.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","14 Berg am Laim","6.4","653.3","10145.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","15 Trudering - Riem","5.6","589.3","10556.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","16 Ramersdorf - Perlach","7","1797.3","25806","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","17 Obergiesing - Fasangarten","5.4","661.7","12196.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","18 Untergiesing - Harlaching","5.7","517","9148.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","4.7","787.7","16726.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","20 Hadern","5.6","534.7","9473.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","21 Pasing - Obermenzing","5.7","621","10925.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","22 Aubing - Lochhausen - Langwied","5.9","444.7","7575.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","23 Allach - Untermenzing","5.1","231","4534.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","24 Feldmoching - Hasenbergl","5.9","843.7","14231.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2013","25 Laim","5.6","607.7","10763.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","Stadt München","5.2","14805.8","286121.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","01 Altstadt - Lehel","2.3","89","3851.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","02 Ludwigsvorstadt - Isarvorstadt","3.9","442.3","11238.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","03 Maxvorstadt","3.3","338.3","10369.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","04 Schwabing - West","3.4","378.3","11222.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","05 Au - Haidhausen","4","423.3","10559.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","06 Sendling","6.3","514.3","8133.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","07 Sendling - Westpark","6.2","679.5","10946.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","08 Schwanthalerhöhe","5.5","442.8","8012.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","09 Neuhausen - Nymphenburg","4.2","728.5","17501.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","10 Moosach","6.2","700","11309.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","11 Milbertshofen - Am Hart","6","1324.3","22039.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","12 Schwabing - Freimann","3.5","482.8","13952.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","13 Bogenhausen","4.1","517","12677","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","14 Berg am Laim","6.3","604.3","9650","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","15 Trudering - Riem","5.6","562","10090","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","16 Ramersdorf - Perlach","6.7","1677.3","24895.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","17 Obergiesing - Fasangarten","5.3","657.8","12419.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","18 Untergiesing - Harlaching","5.6","482.5","8630.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","4.7","714.3","15098.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","20 Hadern","5.6","497.8","8856.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","21 Pasing - Obermenzing","5.5","561.5","10173","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","22 Aubing - Lochhausen - Langwied","5.6","378.5","6809.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","23 Allach - Untermenzing","4.8","199.8","4186.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","24 Feldmoching - Hasenbergl","5.8","767.8","13290.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2012","25 Laim","5.4","553.3","10198.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2011","Stadt München","5.4","14715.8","270144","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2011","01 Altstadt - Lehel","2.6","91","3552","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2011","02 Ludwigsvorstadt - Isarvorstadt","4.4","464","10550","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2011","03 Maxvorstadt","3.4","333.8","9739","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2011","04 Schwabing - West","3.6","391","10776.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2011","05 Au - Haidhausen","4.3","442.3","10181","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2011","06 Sendling","6.4","501.5","7857.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2011","07 Sendling - Westpark","6.9","702.8","10204.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
