"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Basiswert 3","Basiswert 4","Basiswert 5","Name Basiswert 1","Name Basiswert 2","Name Basiswert 3","Name Basiswert 4","Name Basiswert 5"
"Migrationshintergrundquote","Deutsche gesamt","2017","13 Bogenhausen","19.7","12922","65576","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2017","14 Berg am Laim","25.8","8094","31328","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2017","15 Trudering - Riem","23.2","12954","55781","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2017","16 Ramersdorf - Perlach","30.7","23420","76381","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2017","17 Obergiesing - Fasangarten","21.5","8022","37320","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2017","18 Untergiesing - Harlaching","16.2","6502","40254","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2017","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","19.5","13647","69957","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2017","20 Hadern","22.3","8126","36416","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2017","21 Pasing - Obermenzing","17.3","9953","57384","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2017","22 Aubing - Lochhausen - Langwied","22.6","7611","33663","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2017","23 Allach - Untermenzing","16.6","4175","25150","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2017","24 Feldmoching - Hasenbergl","27.2","11320","41637","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2017","25 Laim","19.5","7896","40587","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","Stadt München","20.7","229288","1105696","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","01 Altstadt - Lehel","15.7","2453","15582","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","02 Ludwigsvorstadt - Isarvorstadt","15.5","5739","37003","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","03 Maxvorstadt","16.1","6213","38551","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","04 Schwabing - West","17.7","9383","53143","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","05 Au - Haidhausen","17","7912","46672","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","06 Sendling","17.6","5261","29884","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","07 Sendling - Westpark","20.8","8773","42148","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","08 Schwanthalerhöhe","21.3","4211","19786","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","09 Neuhausen - Nymphenburg","18.7","13940","74660","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","10 Moosach","24.5","9116","37244","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","11 Milbertshofen - Am Hart","31.8","14275","44921","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","12 Schwabing - Freimann","21.2","11472","54012","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","13 Bogenhausen","19.1","12574","65711","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","14 Berg am Laim","25.1","7834","31243","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","15 Trudering - Riem","22.2","12265","55209","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","16 Ramersdorf - Perlach","29.8","22556","75796","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","17 Obergiesing - Fasangarten","20.8","7816","37512","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","18 Untergiesing - Harlaching","15.8","6387","40516","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","18.9","13254","70073","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","20 Hadern","21.9","8053","36771","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","21 Pasing - Obermenzing","16.9","9752","57759","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","22 Aubing - Lochhausen - Langwied","21.7","7277","33553","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","23 Allach - Untermenzing","16.1","4040","25161","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","24 Feldmoching - Hasenbergl","26.3","11037","41957","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2016","25 Laim","18.8","7695","40829","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","Stadt München","19.8","217174","1097309","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","01 Altstadt - Lehel","15.2","2350","15435","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","02 Ludwigsvorstadt - Isarvorstadt","14.8","5404","36399","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","03 Maxvorstadt","15.2","5911","38904","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","04 Schwabing - West","16.6","8669","52135","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","05 Au - Haidhausen","16.1","7508","46531","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","06 Sendling","17","5024","29612","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","07 Sendling - Westpark","19.7","8116","41131","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","08 Schwanthalerhöhe","20.7","4107","19853","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","09 Neuhausen - Nymphenburg","17.7","13118","74212","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","10 Moosach","23.3","8621","37051","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","11 Milbertshofen - Am Hart","30.6","13916","45414","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","12 Schwabing - Freimann","20.2","10536","52194","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","13 Bogenhausen","18.4","12089","65614","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","14 Berg am Laim","23.2","7162","30881","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","15 Trudering - Riem","21.4","11606","54316","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","16 Ramersdorf - Perlach","28.4","21420","75400","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","17 Obergiesing - Fasangarten","19.9","7349","36885","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","18 Untergiesing - Harlaching","15.2","6172","40613","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","17.9","12480","69635","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","20 Hadern","21.1","7883","37287","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","21 Pasing - Obermenzing","15.9","9094","57126","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","22 Aubing - Lochhausen - Langwied","20.3","6684","32863","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","23 Allach - Untermenzing","15.3","3860","25237","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","24 Feldmoching - Hasenbergl","25.8","10810","41915","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2014","25 Laim","17.9","7285","40665","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","Stadt München","19.2","209382","1092161","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","01 Altstadt - Lehel","14.7","2253","15369","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","02 Ludwigsvorstadt - Isarvorstadt","14.3","5194","36274","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","03 Maxvorstadt","14.7","5691","38764","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","04 Schwabing - West","16.1","8333","51777","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","05 Au - Haidhausen","15.6","7204","46123","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","06 Sendling","16.5","4883","29567","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","07 Sendling - Westpark","18.9","7748","40960","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","08 Schwanthalerhöhe","20.1","3954","19689","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","09 Neuhausen - Nymphenburg","17.1","12659","73823","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","10 Moosach","22.4","8223","36732","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","11 Milbertshofen - Am Hart","29.7","13475","45374","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","12 Schwabing - Freimann","19.6","10184","51989","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","13 Bogenhausen","17.9","11631","65012","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","14 Berg am Laim","22.3","6820","30635","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","15 Trudering - Riem","20.7","11186","53986","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","16 Ramersdorf - Perlach","27.6","20778","75298","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","17 Obergiesing - Fasangarten","19.4","7069","36452","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","18 Untergiesing - Harlaching","14.8","6006","40537","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","17.3","11937","69148","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","20 Hadern","20.5","7624","37230","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","21 Pasing - Obermenzing","15.4","8792","56961","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","22 Aubing - Lochhausen - Langwied","19.8","6517","32870","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","23 Allach - Untermenzing","14.9","3733","25084","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","24 Feldmoching - Hasenbergl","24.9","10431","41869","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2013","25 Laim","17.4","7057","40638","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","Stadt München","18.6","201869","1085658","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","01 Altstadt - Lehel","14","2146","15319","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","02 Ludwigsvorstadt - Isarvorstadt","13.8","4987","36053","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","03 Maxvorstadt","14.2","5498","38652","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","04 Schwabing - West","15.6","7990","51306","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","05 Au - Haidhausen","15.1","6907","45832","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","06 Sendling","16.1","4750","29479","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","07 Sendling - Westpark","18.2","7431","40723","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","08 Schwanthalerhöhe","19.6","3846","19588","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","09 Neuhausen - Nymphenburg","16.5","12031","73131","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","10 Moosach","21.7","7856","36215","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","11 Milbertshofen - Am Hart","28.9","13084","45309","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","12 Schwabing - Freimann","19.1","9932","51925","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","13 Bogenhausen","17.5","11337","64650","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","14 Berg am Laim","21.4","6496","30377","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","15 Trudering - Riem","20.2","10797","53403","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","16 Ramersdorf - Perlach","26.9","20275","75386","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","17 Obergiesing - Fasangarten","19.2","6956","36274","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","18 Untergiesing - Harlaching","14.3","5803","40531","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","16.5","11263","68376","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","20 Hadern","19.9","7373","37035","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","21 Pasing - Obermenzing","14.9","8413","56413","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","22 Aubing - Lochhausen - Langwied","19.2","6218","32310","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","23 Allach - Untermenzing","14.4","3607","24997","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","24 Feldmoching - Hasenbergl","24","10013","41689","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2012","25 Laim","16.9","6860","40684","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2011","Stadt München","18.4","197609","1076006","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2011","01 Altstadt - Lehel","13.9","2141","15351","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2011","02 Ludwigsvorstadt - Isarvorstadt","13.6","4853","35617","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2011","03 Maxvorstadt","13.9","5319","38142","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2011","04 Schwabing - West","15.4","7815","50762","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2011","05 Au - Haidhausen","14.7","6610","44874","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
"Migrationshintergrundquote","Deutsche gesamt","2011","06 Sendling","16.1","4723","29324","","","","Personen mit Migrationshintergrund - Deutsche","Hauptwohnsitzbevölkerung - Deutsche","","",""
